id_gestion,fecha_gestion,asesor,regional,tipo_gestion,resultado
GES00392,2025-11-21,Asesor_014,Valle,Email,Efectiva
GES00393,2026-06-17,Asesor_014,Valle,Visita,No efectiva
GES00394,2026-06-10,Asesor_014,Valle,Email,Efectiva
GES00395,2026-04-30,Asesor_014,Valle,Email,Efectiva
GES00396,2025-09-05,Asesor_014,Valle,Visita,Efectiva
GES00397,2025-09-26,Asesor_014,Valle,WhatsApp,No efectiva
GES00398,2025-12-18,Asesor_014,Valle,WhatsApp,Efectiva
GES00399,2025-08-10,Asesor_014,Valle,Visita,Efectiva
GES00400,2026-05-01,Asesor_014,Valle,Llamada,Efectiva
GES00401,2025-09-22,Asesor_014,Valle,Email,Efectiva
GES00402,2026-03-13,Asesor_014,Valle,Llamada,Efectiva
GES00403,2025-10-17,Asesor_014,Valle,Llamada,No efectiva
GES00404,2026-01-23,Asesor_014,Valle,WhatsApp,Efectiva
GES00405,2026-04-13,Asesor_014,Valle,Email,No efectiva
GES00406,2025-08-17,Asesor_014,Valle,Email,Efectiva
GES00407,2025-10-14,Asesor_014,Valle,Llamada,Efectiva
GES00408,2026-02-17,Asesor_014,Valle,Llamada,No efectiva
GES00409,2025-11-01,Asesor_014,Valle,Visita,No efectiva
GES00410,2025-12-07,Asesor_014,Valle,WhatsApp,No efectiva
GES00411,2025-10-02,Asesor_014,Valle,Visita,Efectiva
GES00412,2026-03-15,Asesor_014,Valle,Visita,No efectiva
GES00413,2025-08-18,Asesor_014,Valle,Visita,No efectiva
GES00414,2025-09-18,Asesor_014,Valle,Visita,No efectiva
GES00415,2026-07-15,Asesor_014,Valle,Email,No efectiva
GES00416,2025-10-21,Asesor_014,Valle,Llamada,No efectiva
GES00417,2026-04-24,Asesor_015,Valle,Llamada,Efectiva
GES00418,2026-06-23,Asesor_015,Valle,Email,Efectiva
GES00419,2025-08-27,Asesor_015,Valle,Visita,No efectiva
GES00420,2025-11-29,Asesor_015,Valle,WhatsApp,Efectiva
GES00421,2025-10-25,Asesor_015,Valle,Email,No efectiva
GES00422,2026-02-19,Asesor_015,Valle,Visita,Efectiva
GES00423,2025-08-22,Asesor_015,Valle,WhatsApp,No efectiva
GES00424,2025-10-19,Asesor_015,Valle,Email,No efectiva
GES00425,2025-12-06,Asesor_015,Valle,Visita,No efectiva
GES00426,2026-06-13,Asesor_015,Valle,Email,No efectiva
GES00427,2026-06-17,Asesor_015,Valle,Llamada,Efectiva
GES00428,2026-06-27,Asesor_015,Valle,Visita,No efectiva
GES00429,2025-09-24,Asesor_015,Valle,Visita,No efectiva
GES00430,2026-01-10,Asesor_015,Valle,Email,No efectiva
GES00431,2026-03-13,Asesor_015,Valle,Visita,Efectiva
GES00432,2026-02-10,Asesor_015,Valle,Email,No efectiva
GES00433,2025-12-07,Asesor_015,Valle,Llamada,No efectiva
GES00434,2026-03-13,Asesor_015,Valle,Email,No efectiva
GES00435,2026-04-08,Asesor_015,Valle,Visita,No efectiva
GES00436,2026-05-06,Asesor_015,Valle,Email,Efectiva
GES00437,2026-03-28,Asesor_015,Valle,Email,No efectiva
GES00438,2026-06-03,Asesor_015,Valle,Visita,Efectiva
GES00439,2025-10-19,Asesor_015,Valle,WhatsApp,Efectiva
GES00440,2025-12-13,Asesor_015,Valle,Email,No efectiva
GES00441,2026-06-23,Asesor_015,Valle,WhatsApp,No efectiva
GES00442,2025-08-10,Asesor_015,Valle,Email,No efectiva
GES00443,2025-12-01,Asesor_015,Valle,Email,No efectiva
GES00444,2026-07-04,Asesor_015,Valle,WhatsApp,Efectiva
GES00445,2026-04-12,Asesor_015,Valle,Visita,No efectiva
GES00446,2026-01-13,Asesor_015,Valle,WhatsApp,No efectiva
GES00447,2025-09-26,Asesor_015,Valle,Llamada,No efectiva
GES00448,2025-09-04,Asesor_015,Valle,Llamada,No efectiva
GES00449,2025-10-31,Asesor_016,Valle,Llamada,Efectiva
GES00450,2026-04-06,Asesor_016,Valle,Visita,Efectiva
GES00451,2026-05-20,Asesor_016,Valle,WhatsApp,No efectiva
GES00452,2026-04-27,Asesor_016,Valle,Email,Efectiva
GES00453,2025-11-22,Asesor_016,Valle,Llamada,Efectiva
GES00454,2025-11-15,Asesor_016,Valle,WhatsApp,No efectiva
GES00455,2025-09-10,Asesor_016,Valle,WhatsApp,No efectiva
GES00456,2025-09-01,Asesor_016,Valle,Email,No efectiva
GES00457,2026-03-01,Asesor_016,Valle,Email,No efectiva
GES00458,2025-08-30,Asesor_016,Valle,Email,No efectiva
GES00459,2025-09-06,Asesor_016,Valle,Email,Efectiva
GES00460,2025-11-19,Asesor_016,Valle,Llamada,Efectiva
GES00461,2025-11-27,Asesor_016,Valle,WhatsApp,Efectiva
GES00462,2026-04-27,Asesor_016,Valle,Visita,No efectiva
GES00463,2025-10-31,Asesor_016,Valle,WhatsApp,No efectiva
GES00464,2026-06-23,Asesor_016,Valle,Email,No efectiva
GES00465,2026-07-07,Asesor_016,Valle,WhatsApp,No efectiva
GES00466,2025-10-25,Asesor_016,Valle,Visita,No efectiva
GES00467,2026-04-16,Asesor_016,Valle,Email,No efectiva
GES00468,2026-06-04,Asesor_017,Valle,WhatsApp,No efectiva
GES00469,2026-01-09,Asesor_017,Valle,Email,No efectiva
GES00470,2026-02-28,Asesor_017,Valle,WhatsApp,No efectiva
GES00471,2026-01-13,Asesor_017,Valle,Visita,Efectiva
GES00472,2025-11-18,Asesor_017,Valle,WhatsApp,No efectiva
GES00473,2025-12-09,Asesor_017,Valle,Email,No efectiva
GES00474,2026-03-18,Asesor_017,Valle,WhatsApp,Efectiva
GES00475,2025-08-18,Asesor_017,Valle,Email,Efectiva
GES00476,2026-04-23,Asesor_017,Valle,Visita,No efectiva
GES00477,2026-01-02,Asesor_017,Valle,Llamada,Efectiva
GES00478,2025-11-22,Asesor_017,Valle,Visita,No efectiva
GES00479,2025-08-12,Asesor_017,Valle,Email,No efectiva
GES00480,2026-04-19,Asesor_017,Valle,Visita,Efectiva
GES00481,2026-03-24,Asesor_017,Valle,Email,Efectiva
GES00482,2025-12-14,Asesor_017,Valle,Email,No efectiva
GES00483,2025-12-06,Asesor_017,Valle,Visita,Efectiva
GES00484,2026-01-01,Asesor_017,Valle,Llamada,Efectiva
GES00485,2026-05-19,Asesor_017,Valle,Visita,No efectiva
GES00486,2026-01-14,Asesor_017,Valle,WhatsApp,Efectiva
GES00487,2026-05-23,Asesor_017,Valle,Llamada,Efectiva
GES00488,2026-01-01,Asesor_017,Valle,Llamada,No efectiva
GES00489,2026-05-23,Asesor_017,Valle,WhatsApp,Efectiva
GES00490,2025-08-29,Asesor_017,Valle,Email,Efectiva
GES00491,2026-03-11,Asesor_017,Valle,WhatsApp,No efectiva
GES00492,2025-10-01,Asesor_017,Valle,Visita,No efectiva
GES00493,2026-06-05,Asesor_017,Valle,Llamada,Efectiva
GES00494,2026-06-20,Asesor_017,Valle,WhatsApp,Efectiva
GES00495,2026-04-26,Asesor_017,Valle,Llamada,Efectiva
GES00496,2026-05-17,Asesor_017,Valle,Visita,Efectiva
GES00497,2025-11-22,Asesor_017,Valle,Visita,Efectiva
GES00498,2026-02-18,Asesor_017,Valle,WhatsApp,No efectiva
GES00499,2026-05-22,Asesor_017,Valle,Llamada,Efectiva
GES00500,2026-02-18,Asesor_018,Valle,Visita,Efectiva
GES00501,2025-09-12,Asesor_018,Valle,WhatsApp,No efectiva
GES00502,2025-08-26,Asesor_018,Valle,WhatsApp,Efectiva
GES00503,2026-02-21,Asesor_018,Valle,WhatsApp,No efectiva
GES00504,2025-10-06,Asesor_018,Valle,Visita,No efectiva
GES00505,2025-11-10,Asesor_018,Valle,WhatsApp,Efectiva
GES00506,2026-05-20,Asesor_018,Valle,Visita,No efectiva
GES00507,2026-04-26,Asesor_018,Valle,Visita,Efectiva
GES00508,2025-12-15,Asesor_018,Valle,WhatsApp,Efectiva
GES00509,2026-05-22,Asesor_018,Valle,Llamada,Efectiva
GES00510,2026-02-28,Asesor_018,Valle,WhatsApp,Efectiva
GES00511,2025-11-06,Asesor_018,Valle,Email,Efectiva
GES00512,2026-07-02,Asesor_018,Valle,Llamada,No efectiva
GES00513,2025-10-26,Asesor_018,Valle,Email,No efectiva
GES00514,2026-03-15,Asesor_018,Valle,Visita,Efectiva
GES00515,2025-11-28,Asesor_018,Valle,Visita,No efectiva
GES00516,2025-10-19,Asesor_018,Valle,Llamada,Efectiva
GES00517,2025-08-28,Asesor_018,Valle,Visita,No efectiva
GES00518,2025-10-15,Asesor_018,Valle,Email,Efectiva
GES00519,2025-09-26,Asesor_018,Valle,Email,No efectiva
GES00520,2025-08-12,Asesor_018,Valle,Email,Efectiva
GES00521,2026-05-03,Asesor_018,Valle,Visita,Efectiva
GES00522,2026-04-25,Asesor_018,Valle,Email,No efectiva
GES00523,2026-06-15,Asesor_018,Valle,Visita,No efectiva
GES00524,2025-08-10,Asesor_019,Valle,WhatsApp,No efectiva
GES00525,2026-07-06,Asesor_019,Valle,Llamada,Efectiva
GES00526,2025-08-31,Asesor_019,Valle,Email,Efectiva
GES00527,2026-06-13,Asesor_019,Valle,Email,Efectiva
GES00528,2026-07-02,Asesor_019,Valle,Llamada,Efectiva
GES00529,2026-07-05,Asesor_019,Valle,Email,No efectiva
GES00530,2026-07-04,Asesor_019,Valle,Email,No efectiva
GES00531,2025-08-10,Asesor_019,Valle,Email,No efectiva
GES00532,2026-06-29,Asesor_019,Valle,WhatsApp,Efectiva
GES00533,2026-02-11,Asesor_019,Valle,Llamada,No efectiva
GES00534,2026-04-06,Asesor_019,Valle,Llamada,Efectiva
GES00535,2026-04-14,Asesor_019,Valle,WhatsApp,No efectiva
GES00536,2025-08-12,Asesor_019,Valle,Llamada,Efectiva
GES00537,2026-04-29,Asesor_019,Valle,Email,Efectiva
GES00538,2026-02-18,Asesor_019,Valle,Visita,Efectiva
GES00539,2026-01-28,Asesor_019,Valle,Email,No efectiva
GES00540,2025-11-29,Asesor_019,Valle,Email,No efectiva
GES00541,2026-06-17,Asesor_019,Valle,Email,No efectiva
GES00542,2025-08-16,Asesor_019,Valle,Email,Efectiva
GES00543,2026-01-22,Asesor_019,Valle,WhatsApp,No efectiva
GES00544,2025-09-14,Asesor_019,Valle,WhatsApp,Efectiva
GES00545,2026-07-14,Asesor_019,Valle,Visita,Efectiva
GES00546,2026-05-21,Asesor_019,Valle,Visita,Efectiva
GES00547,2026-01-07,Asesor_019,Valle,Email,Efectiva
GES00548,2025-10-07,Asesor_019,Valle,Visita,No efectiva
GES00549,2026-05-25,Asesor_019,Valle,Visita,No efectiva
GES00550,2026-01-06,Asesor_019,Valle,Visita,Efectiva
GES00551,2025-10-14,Asesor_019,Valle,Visita,Efectiva
GES00552,2026-05-13,Asesor_019,Valle,Llamada,Efectiva
GES00553,2025-10-14,Asesor_019,Valle,Llamada,No efectiva
GES00554,2026-02-28,Asesor_019,Valle,WhatsApp,Efectiva
GES00555,2026-06-23,Asesor_019,Valle,Email,Efectiva
GES00556,2025-11-05,Asesor_019,Valle,Llamada,Efectiva
GES00557,2025-08-14,Asesor_019,Valle,Email,No efectiva
GES00558,2026-06-10,Asesor_019,Valle,Visita,No efectiva
GES00559,2025-11-27,Asesor_019,Valle,Llamada,Efectiva
GES00560,2026-04-02,Asesor_020,Valle,Visita,Efectiva
GES00561,2026-06-06,Asesor_020,Valle,WhatsApp,No efectiva
GES00562,2026-02-08,Asesor_020,Valle,Visita,No efectiva
GES00563,2026-04-09,Asesor_020,Valle,WhatsApp,Efectiva
GES00564,2025-11-07,Asesor_020,Valle,Visita,Efectiva
GES00565,2025-08-08,Asesor_020,Valle,Email,No efectiva
GES00566,2025-11-22,Asesor_020,Valle,Visita,No efectiva
GES00567,2025-09-03,Asesor_020,Valle,Visita,No efectiva
GES00568,2026-03-13,Asesor_020,Valle,WhatsApp,No efectiva
GES00569,2026-03-23,Asesor_020,Valle,Visita,Efectiva
GES00570,2025-08-22,Asesor_020,Valle,WhatsApp,No efectiva
GES00571,2026-02-18,Asesor_020,Valle,Llamada,Efectiva
GES00572,2026-03-20,Asesor_020,Valle,WhatsApp,No efectiva
GES00573,2025-08-22,Asesor_020,Valle,Visita,Efectiva
GES00574,2026-02-19,Asesor_020,Valle,Llamada,Efectiva
GES00575,2026-04-22,Asesor_020,Valle,Llamada,Efectiva
GES00576,2026-03-14,Asesor_020,Valle,WhatsApp,No efectiva
GES00577,2025-12-25,Asesor_020,Valle,WhatsApp,Efectiva
GES00578,2025-12-29,Asesor_020,Valle,Llamada,No efectiva
GES00579,2025-10-12,Asesor_020,Valle,WhatsApp,No efectiva
GES00580,2026-03-20,Asesor_020,Valle,Llamada,No efectiva
GES00581,2025-09-27,Asesor_020,Valle,Visita,No efectiva
GES00582,2026-05-07,Asesor_020,Valle,Visita,Efectiva
GES00583,2026-01-13,Asesor_020,Valle,WhatsApp,Efectiva
GES00584,2026-03-21,Asesor_020,Valle,Visita,No efectiva
GES00585,2025-09-16,Asesor_020,Valle,Email,Efectiva
GES00586,2026-06-29,Asesor_020,Valle,Visita,No efectiva
GES00587,2025-10-03,Asesor_020,Valle,Llamada,Efectiva
GES00588,2026-03-19,Asesor_020,Valle,Email,Efectiva
GES00589,2026-02-13,Asesor_020,Valle,Visita,Efectiva
GES00590,2026-02-11,Asesor_020,Valle,Llamada,No efectiva
GES00591,2026-01-19,Asesor_020,Valle,Visita,Efectiva
GES00592,2025-10-14,Asesor_020,Valle,Visita,No efectiva
GES00593,2025-08-27,Asesor_020,Valle,WhatsApp,Efectiva
GES00594,2026-03-17,Asesor_020,Valle,Email,No efectiva
GES00595,2025-09-30,Asesor_020,Valle,Visita,No efectiva
GES00596,2025-08-02,Asesor_020,Valle,Email,Efectiva
GES00597,2026-04-13,Asesor_021,Costa,Llamada,No efectiva
GES00598,2026-04-10,Asesor_021,Costa,Visita,Efectiva
GES00599,2026-07-04,Asesor_021,Costa,WhatsApp,No efectiva
GES00600,2026-03-15,Asesor_021,Costa,Llamada,No efectiva
GES00601,2025-08-04,Asesor_021,Costa,Visita,No efectiva
GES00602,2025-12-21,Asesor_021,Costa,Visita,Efectiva
GES00603,2025-10-15,Asesor_021,Costa,Llamada,No efectiva
GES00604,2025-08-19,Asesor_021,Costa,Visita,No efectiva
GES00605,2026-07-08,Asesor_021,Costa,Email,Efectiva
GES00606,2025-09-14,Asesor_021,Costa,Llamada,Efectiva
GES00607,2025-10-31,Asesor_021,Costa,Visita,No efectiva
GES00608,2026-06-09,Asesor_021,Costa,Visita,No efectiva
GES00609,2026-05-24,Asesor_021,Costa,Email,No efectiva
GES00610,2025-09-17,Asesor_021,Costa,Email,Efectiva
GES00611,2026-02-11,Asesor_021,Costa,Llamada,No efectiva
GES00612,2026-05-09,Asesor_021,Costa,Llamada,Efectiva
GES00613,2025-10-08,Asesor_021,Costa,Llamada,No efectiva
GES00614,2025-12-19,Asesor_021,Costa,Email,No efectiva
GES00615,2026-04-26,Asesor_021,Costa,Visita,No efectiva
GES00616,2026-06-10,Asesor_021,Costa,Llamada,Efectiva
GES00617,2026-06-19,Asesor_021,Costa,Llamada,No efectiva
GES00618,2026-06-06,Asesor_021,Costa,Email,No efectiva
GES00619,2026-01-10,Asesor_021,Costa,Email,No efectiva
GES00620,2026-06-16,Asesor_021,Costa,Email,No efectiva
GES00621,2026-06-11,Asesor_021,Costa,WhatsApp,No efectiva
GES00622,2026-06-20,Asesor_021,Costa,WhatsApp,No efectiva
GES00623,2025-11-01,Asesor_021,Costa,Visita,No efectiva
GES00624,2025-11-08,Asesor_021,Costa,Llamada,Efectiva
GES00625,2026-03-27,Asesor_021,Costa,Llamada,No efectiva
GES00626,2025-11-15,Asesor_021,Costa,WhatsApp,No efectiva
GES00627,2026-01-27,Asesor_022,Costa,Visita,Efectiva
GES00628,2025-11-12,Asesor_022,Costa,Email,Efectiva
GES00629,2025-09-04,Asesor_022,Costa,Email,Efectiva
GES00630,2026-05-09,Asesor_022,Costa,Email,No efectiva
GES00631,2025-09-28,Asesor_022,Costa,Email,Efectiva
GES00632,2026-05-19,Asesor_022,Costa,Llamada,No efectiva
GES00633,2025-11-08,Asesor_022,Costa,Email,No efectiva
GES00634,2026-07-11,Asesor_022,Costa,WhatsApp,No efectiva
GES00635,2025-08-19,Asesor_022,Costa,Visita,Efectiva
GES00636,2026-06-18,Asesor_022,Costa,WhatsApp,No efectiva
GES00637,2026-05-02,Asesor_022,Costa,Email,Efectiva
GES00638,2026-02-28,Asesor_022,Costa,Llamada,No efectiva
GES00639,2026-01-01,Asesor_022,Costa,Email,Efectiva
GES00640,2025-08-10,Asesor_022,Costa,Visita,Efectiva
GES00641,2026-01-17,Asesor_022,Costa,Email,Efectiva
GES00642,2025-10-16,Asesor_022,Costa,Email,No efectiva
GES00643,2026-01-21,Asesor_022,Costa,WhatsApp,No efectiva
GES00644,2025-10-24,Asesor_022,Costa,WhatsApp,Efectiva
GES00645,2025-09-29,Asesor_022,Costa,Email,No efectiva
GES00646,2026-01-09,Asesor_022,Costa,Llamada,Efectiva
GES00647,2025-09-14,Asesor_022,Costa,WhatsApp,No efectiva
GES00648,2026-02-07,Asesor_022,Costa,WhatsApp,No efectiva
GES00649,2026-01-02,Asesor_022,Costa,Visita,Efectiva
GES00650,2025-10-29,Asesor_022,Costa,Llamada,Efectiva
GES00651,2025-08-20,Asesor_022,Costa,Visita,No efectiva
GES00652,2026-04-17,Asesor_023,Costa,Llamada,No efectiva
GES00653,2026-04-14,Asesor_023,Costa,Visita,Efectiva
GES00654,2026-04-05,Asesor_023,Costa,Email,No efectiva
GES00655,2025-10-13,Asesor_023,Costa,Llamada,No efectiva
GES00656,2026-04-22,Asesor_023,Costa,Visita,Efectiva
GES00657,2025-08-19,Asesor_023,Costa,WhatsApp,Efectiva
GES00658,2026-04-25,Asesor_023,Costa,Llamada,Efectiva
GES00659,2025-08-23,Asesor_023,Costa,Llamada,Efectiva
GES00660,2025-08-24,Asesor_023,Costa,Llamada,Efectiva
GES00661,2026-07-04,Asesor_023,Costa,Email,Efectiva
GES00662,2026-01-07,Asesor_023,Costa,Visita,Efectiva
GES00663,2025-11-07,Asesor_023,Costa,Email,Efectiva
GES00664,2026-01-11,Asesor_023,Costa,WhatsApp,No efectiva
GES00665,2025-12-18,Asesor_023,Costa,Visita,Efectiva
GES00666,2025-09-28,Asesor_023,Costa,Llamada,No efectiva
GES00667,2026-05-14,Asesor_023,Costa,Llamada,Efectiva
GES00668,2026-01-27,Asesor_023,Costa,Email,Efectiva
GES00669,2025-12-24,Asesor_023,Costa,Visita,Efectiva
GES00670,2026-01-07,Asesor_023,Costa,Email,Efectiva
GES00671,2025-08-26,Asesor_023,Costa,Visita,Efectiva
GES00672,2026-07-12,Asesor_023,Costa,Llamada,Efectiva
GES00673,2025-08-28,Asesor_023,Costa,Llamada,Efectiva
GES00674,2025-10-31,Asesor_023,Costa,WhatsApp,No efectiva
GES00675,2026-01-07,Asesor_023,Costa,Email,No efectiva
GES00676,2026-07-10,Asesor_023,Costa,Llamada,No efectiva
GES00677,2026-03-27,Asesor_023,Costa,Visita,Efectiva
GES00678,2026-03-28,Asesor_023,Costa,Llamada,Efectiva
GES00679,2026-06-26,Asesor_023,Costa,WhatsApp,Efectiva
GES00680,2025-11-23,Asesor_023,Costa,Visita,No efectiva
GES00681,2025-12-11,Asesor_024,Costa,Email,No efectiva
GES00682,2026-07-07,Asesor_024,Costa,Email,No efectiva
GES00683,2026-01-14,Asesor_024,Costa,WhatsApp,No efectiva
GES00684,2025-09-03,Asesor_024,Costa,WhatsApp,Efectiva
GES00685,2026-04-03,Asesor_024,Costa,WhatsApp,No efectiva
GES00686,2025-12-23,Asesor_024,Costa,Email,No efectiva
GES00687,2025-10-05,Asesor_024,Costa,Llamada,No efectiva
GES00688,2025-09-24,Asesor_024,Costa,Email,No efectiva
GES00689,2025-09-06,Asesor_024,Costa,Email,No efectiva
GES00690,2026-02-22,Asesor_024,Costa,WhatsApp,Efectiva
GES00691,2025-12-03,Asesor_024,Costa,Visita,No efectiva
GES00692,2026-02-13,Asesor_024,Costa,Llamada,Efectiva
GES00693,2026-05-30,Asesor_024,Costa,WhatsApp,No efectiva
GES00694,2026-03-11,Asesor_024,Costa,Email,No efectiva
GES00695,2025-11-29,Asesor_024,Costa,Visita,No efectiva
GES00696,2025-09-09,Asesor_024,Costa,WhatsApp,Efectiva
GES00697,2026-06-02,Asesor_024,Costa,WhatsApp,Efectiva
GES00698,2025-09-19,Asesor_024,Costa,WhatsApp,Efectiva
GES00699,2026-02-24,Asesor_024,Costa,Llamada,No efectiva
GES00700,2026-06-02,Asesor_024,Costa,WhatsApp,Efectiva
GES00701,2026-06-27,Asesor_024,Costa,Llamada,Efectiva
GES00702,2025-10-11,Asesor_024,Costa,Llamada,No efectiva
GES00703,2026-07-05,Asesor_024,Costa,Visita,No efectiva
GES00704,2025-12-28,Asesor_024,Costa,WhatsApp,No efectiva
GES00705,2026-03-17,Asesor_024,Costa,Visita,Efectiva
GES00706,2026-01-10,Asesor_024,Costa,Email,No efectiva
GES00707,2026-07-14,Asesor_024,Costa,Email,No efectiva
GES00708,2026-03-11,Asesor_024,Costa,Email,No efectiva
GES00709,2026-05-26,Asesor_024,Costa,Llamada,No efectiva
GES00710,2026-04-19,Asesor_024,Costa,WhatsApp,No efectiva
GES00711,2025-12-29,Asesor_024,Costa,Llamada,Efectiva
GES00712,2026-05-09,Asesor_024,Costa,Llamada,Efectiva
GES00713,2026-05-14,Asesor_024,Costa,Email,Efectiva
GES00714,2025-12-23,Asesor_024,Costa,Llamada,Efectiva
GES00715,2026-05-30,Asesor_025,Costa,WhatsApp,Efectiva
GES00716,2026-02-12,Asesor_025,Costa,WhatsApp,Efectiva
GES00717,2026-05-07,Asesor_025,Costa,Visita,No efectiva
GES00718,2026-04-01,Asesor_025,Costa,Visita,Efectiva
GES00719,2026-02-13,Asesor_025,Costa,Email,No efectiva
GES00720,2025-10-18,Asesor_025,Costa,Email,No efectiva
GES00721,2026-07-10,Asesor_025,Costa,Visita,Efectiva
GES00722,2025-09-06,Asesor_025,Costa,Llamada,Efectiva
GES00723,2026-04-07,Asesor_025,Costa,WhatsApp,No efectiva
GES00724,2025-10-09,Asesor_025,Costa,Llamada,Efectiva
GES00725,2026-03-01,Asesor_025,Costa,WhatsApp,No efectiva
GES00726,2026-06-06,Asesor_025,Costa,WhatsApp,Efectiva
GES00727,2026-03-21,Asesor_025,Costa,WhatsApp,Efectiva
GES00728,2026-03-19,Asesor_025,Costa,WhatsApp,Efectiva
GES00729,2025-11-04,Asesor_025,Costa,WhatsApp,Efectiva
GES00730,2026-05-23,Asesor_025,Costa,WhatsApp,No efectiva
GES00731,2025-11-30,Asesor_025,Costa,Email,Efectiva
GES00732,2026-05-07,Asesor_025,Costa,Email,Efectiva
GES00733,2025-08-20,Asesor_025,Costa,WhatsApp,No efectiva
GES00734,2025-09-27,Asesor_025,Costa,WhatsApp,No efectiva
GES00735,2025-09-10,Asesor_025,Costa,Visita,No efectiva
GES00736,2026-04-27,Asesor_025,Costa,Email,Efectiva
GES00737,2025-09-10,Asesor_025,Costa,Llamada,Efectiva
GES00738,2026-06-19,Asesor_025,Costa,Llamada,No efectiva
GES00739,2026-05-04,Asesor_025,Costa,Email,Efectiva
GES00740,2026-01-23,Asesor_025,Costa,Llamada,Efectiva
GES00741,2026-04-20,Asesor_025,Costa,WhatsApp,Efectiva
GES00742,2026-01-17,Asesor_025,Costa,WhatsApp,Efectiva
GES00743,2025-12-29,Asesor_025,Costa,Email,Efectiva
GES00744,2026-06-02,Asesor_025,Costa,Email,No efectiva
GES00745,2026-05-16,Asesor_025,Costa,Email,Efectiva
GES00746,2026-03-31,Asesor_025,Costa,Visita,Efectiva
GES00747,2026-07-03,Asesor_025,Costa,Email,No efectiva
GES00748,2026-06-16,Asesor_025,Costa,Llamada,Efectiva
GES00749,2025-09-12,Asesor_025,Costa,Visita,Efectiva
GES00750,2025-12-21,Asesor_025,Costa,Email,Efectiva
GES00751,2025-12-22,Asesor_025,Costa,Email,No efectiva
GES00752,2025-09-27,Asesor_026,Costa,Visita,No efectiva
GES00753,2025-10-17,Asesor_026,Costa,WhatsApp,Efectiva
GES00754,2025-10-29,Asesor_026,Costa,Email,No efectiva
GES00755,2025-11-29,Asesor_026,Costa,WhatsApp,Efectiva
GES00756,2026-04-28,Asesor_026,Costa,Llamada,Efectiva
GES00757,2025-09-13,Asesor_026,Costa,Visita,Efectiva
GES00758,2025-10-18,Asesor_026,Costa,WhatsApp,No efectiva
GES00759,2026-02-28,Asesor_026,Costa,WhatsApp,Efectiva
GES00760,2026-03-14,Asesor_026,Costa,Visita,Efectiva
GES00761,2026-01-24,Asesor_026,Costa,Llamada,No efectiva
GES00762,2025-09-29,Asesor_026,Costa,Llamada,Efectiva
GES00763,2026-02-21,Asesor_026,Costa,WhatsApp,Efectiva
GES00764,2026-04-30,Asesor_026,Costa,Visita,Efectiva
GES00765,2026-02-16,Asesor_026,Costa,WhatsApp,Efectiva
GES00766,2026-04-29,Asesor_026,Costa,WhatsApp,Efectiva
GES00767,2026-03-18,Asesor_027,Costa,WhatsApp,No efectiva
GES00768,2026-04-29,Asesor_027,Costa,Llamada,Efectiva
GES00769,2026-04-30,Asesor_027,Costa,Email,No efectiva
GES00770,2026-03-10,Asesor_027,Costa,Email,Efectiva
GES00771,2025-12-15,Asesor_027,Costa,Llamada,Efectiva
GES00772,2026-05-27,Asesor_027,Costa,WhatsApp,No efectiva
GES00773,2026-07-12,Asesor_027,Costa,Visita,No efectiva
GES00774,2026-05-29,Asesor_027,Costa,Visita,No efectiva
GES00775,2026-07-13,Asesor_027,Costa,Visita,Efectiva
GES00776,2025-08-06,Asesor_027,Costa,Llamada,No efectiva
GES00777,2025-08-07,Asesor_027,Costa,WhatsApp,Efectiva
GES00778,2025-09-23,Asesor_027,Costa,WhatsApp,Efectiva
GES00779,2025-12-24,Asesor_027,Costa,Email,Efectiva
GES00780,2025-08-13,Asesor_027,Costa,Llamada,Efectiva
GES00781,2026-06-01,Asesor_027,Costa,Visita,No efectiva
GES00782,2026-06-23,Asesor_027,Costa,Llamada,No efectiva
GES00783,2025-10-01,Asesor_027,Costa,Llamada,No efectiva
GES00784,2025-10-06,Asesor_027,Costa,WhatsApp,No efectiva
GES00785,2026-06-28,Asesor_027,Costa,Visita,No efectiva
GES00786,2025-11-03,Asesor_027,Costa,Email,Efectiva
GES00787,2026-07-05,Asesor_027,Costa,Llamada,No efectiva
GES00788,2025-12-20,Asesor_027,Costa,WhatsApp,No efectiva
GES00789,2026-07-08,Asesor_027,Costa,Email,Efectiva
GES00790,2025-09-07,Asesor_027,Costa,Email,No efectiva
GES00791,2026-02-12,Asesor_027,Costa,WhatsApp,Efectiva
GES00792,2025-08-31,Asesor_027,Costa,Email,No efectiva
GES00793,2025-12-14,Asesor_027,Costa,Visita,No efectiva
GES00794,2026-04-09,Asesor_027,Costa,Visita,No efectiva
GES00795,2025-10-31,Asesor_027,Costa,WhatsApp,Efectiva
GES00796,2026-05-04,Asesor_027,Costa,WhatsApp,Efectiva
GES00797,2026-06-26,Asesor_027,Costa,Llamada,No efectiva
GES00798,2025-12-11,Asesor_027,Costa,Llamada,Efectiva
GES00799,2025-09-06,Asesor_027,Costa,Email,No efectiva
GES00800,2025-08-10,Asesor_027,Costa,WhatsApp,Efectiva
GES00801,2026-06-24,Asesor_027,Costa,Llamada,No efectiva
GES00802,2026-07-07,Asesor_027,Costa,WhatsApp,Efectiva
GES00803,2026-01-16,Asesor_027,Costa,WhatsApp,No efectiva
GES00804,2026-04-21,Asesor_027,Costa,WhatsApp,No efectiva
GES00805,2026-02-23,Asesor_027,Costa,Llamada,No efectiva
