id_poliza,fecha_emision,asesor,regional,canal,producto,prima_mensual,estado,dias_mora
POL00283,2026-01-24,Asesor_005,Bogotá,Negocios Masivos,Salud a su Medida,570500,Vigente,0
POL00284,2026-01-18,Asesor_038,Santanderes,Bancaseguros,Salud a su Medida,322100,Vigente,0
POL00285,2026-03-26,Asesor_012,Antioquia,Negocios Masivos,Exequial,183600,Vigente,0
POL00286,2025-08-19,Asesor_030,Eje Cafetero,Bancaseguros,Hogar,70700,Vigente,0
POL00287,2026-01-09,Asesor_003,Bogotá,Negocios Masivos,Hogar,359600,Cancelada,0
POL00288,2025-12-08,Asesor_031,Eje Cafetero,Negocios Masivos,Vida Deudor,190700,Vigente,0
POL00289,2026-07-02,Asesor_004,Bogotá,Affinity,Hogar,136400,Vigente,0
POL00290,2026-03-14,Asesor_026,Costa,Affinity,Exequial,828600,Vigente,0
POL00291,2026-02-05,Asesor_032,Eje Cafetero,Affinity,Accidentes Personales,687900,Vigente,0
POL00292,2026-03-09,Asesor_006,Bogotá,Bancaseguros,Accidentes Personales,479600,Vigente,0
POL00293,2026-01-15,Asesor_006,Bogotá,Affinity,Hogar,398400,Vigente,0
POL00294,2026-03-16,Asesor_011,Antioquia,Affinity,Hogar,69500,Cancelada,0
POL00295,2026-06-11,Asesor_023,Costa,Affinity,Exequial,556200,Cancelada,0
POL00296,2025-09-08,Asesor_004,Bogotá,Affinity,Exequial,453200,Vigente,0
POL00297,2025-08-16,Asesor_011,Antioquia,Negocios Masivos,Salud a su Medida,587600,Vigente,0
POL00298,2025-09-04,Asesor_009,Antioquia,Negocios Masivos,Salud a su Medida,333600,Vigente,0
POL00299,2025-08-17,Asesor_037,Santanderes,Bancaseguros,Accidentes Personales,588400,Mora,48
POL00300,2025-09-09,Asesor_029,Eje Cafetero,Bancaseguros,Accidentes Personales,466500,Vigente,0
POL00301,2025-12-06,Asesor_018,Valle,Bancaseguros,Vida Deudor,634600,Vigente,0
POL00302,2026-05-15,Asesor_025,Costa,Affinity,Vida Deudor,666600,Vigente,0
POL00303,2026-06-10,Asesor_014,Valle,Negocios Masivos,Hogar,781900,Vigente,0
POL00304,2025-10-09,Asesor_008,Antioquia,Affinity,Vida Deudor,175700,Vigente,0
POL00305,2026-01-11,Asesor_006,Bogotá,Negocios Masivos,Hogar,87900,Vigente,0
POL00306,2025-10-20,Asesor_020,Valle,Affinity,Salud a su Medida,449600,Vigente,0
POL00307,2025-10-11,Asesor_013,Valle,Affinity,Salud a su Medida,56400,Vigente,0
POL00308,2026-03-28,Asesor_024,Costa,Bancaseguros,Accidentes Personales,533700,Vigente,0
POL00309,2026-02-20,Asesor_020,Valle,Negocios Masivos,Exequial,369800,Vigente,0
POL00310,2025-09-07,Asesor_037,Santanderes,Affinity,Salud a su Medida,558500,Vigente,0
POL00311,2026-01-24,Asesor_034,Eje Cafetero,Negocios Masivos,Salud a su Medida,556400,Vigente,0
POL00312,2026-03-10,Asesor_009,Antioquia,Bancaseguros,Accidentes Personales,712600,Vigente,0
POL00313,2025-10-24,Asesor_020,Valle,Affinity,Salud a su Medida,796800,Vigente,0
POL00314,2025-12-24,Asesor_034,Eje Cafetero,Affinity,Vida Deudor,195000,Mora,36
POL00315,2026-06-17,Asesor_009,Antioquia,Negocios Masivos,Hogar,469800,Vigente,0
POL00316,2026-05-31,Asesor_011,Antioquia,Bancaseguros,Accidentes Personales,174500,Vigente,0
POL00317,2026-01-20,Asesor_039,Santanderes,Bancaseguros,Accidentes Personales,707600,Vigente,0
POL00318,2026-06-25,Asesor_003,Bogotá,Affinity,Accidentes Personales,565700,Vigente,0
POL00319,2026-06-13,Asesor_027,Costa,Affinity,Vida Deudor,759500,Vigente,0
POL00320,2026-04-05,Asesor_020,Valle,Negocios Masivos,Salud a su Medida,366000,Vigente,0
POL00321,2025-10-20,Asesor_004,Bogotá,Affinity,Exequial,429700,Vigente,0
POL00322,2025-10-13,Asesor_039,Santanderes,Negocios Masivos,Hogar,295200,Mora,45
POL00323,2025-10-06,Asesor_026,Costa,Negocios Masivos,Hogar,492700,Vigente,0
POL00324,2025-10-02,Asesor_030,Eje Cafetero,Affinity,Hogar,237100,Vigente,0
POL00325,2026-02-13,Asesor_019,Valle,Affinity,Accidentes Personales,237300,Cancelada,0
POL00326,2026-01-15,Asesor_011,Antioquia,Negocios Masivos,Accidentes Personales,289900,Vigente,0
POL00327,2026-04-21,Asesor_032,Eje Cafetero,Affinity,Exequial,751400,Vigente,0
POL00328,2026-02-18,Asesor_006,Bogotá,Affinity,Accidentes Personales,822800,Vigente,0
POL00329,2025-08-25,Asesor_023,Costa,Affinity,Vida Deudor,438300,Cancelada,0
POL00330,2025-12-25,Asesor_031,Eje Cafetero,Bancaseguros,Accidentes Personales,725400,Vigente,0
POL00331,2026-02-04,Asesor_017,Valle,Affinity,Exequial,71900,Vigente,0
POL00332,2025-11-08,Asesor_036,Santanderes,Negocios Masivos,Hogar,270200,Vigente,0
POL00333,2026-05-09,Asesor_029,Eje Cafetero,Negocios Masivos,Hogar,589500,Vigente,0
POL00334,2026-02-18,Asesor_007,Antioquia,Affinity,Hogar,489600,Vigente,0
POL00335,2025-11-10,Asesor_010,Antioquia,Negocios Masivos,Accidentes Personales,362100,Vigente,0
POL00336,2025-10-10,Asesor_003,Bogotá,Affinity,Hogar,458300,Vigente,0
POL00337,2025-10-11,Asesor_033,Eje Cafetero,Negocios Masivos,Hogar,294600,Vigente,0
POL00338,2026-01-01,Asesor_040,Santanderes,Affinity,Accidentes Personales,448500,Vigente,0
POL00339,2026-05-16,Asesor_032,Eje Cafetero,Affinity,Hogar,699800,Vigente,0
POL00340,2026-03-02,Asesor_008,Antioquia,Affinity,Accidentes Personales,684400,Vigente,0
POL00341,2025-08-14,Asesor_041,Santanderes,Affinity,Accidentes Personales,251400,Vigente,0
POL00342,2026-05-23,Asesor_038,Santanderes,Negocios Masivos,Salud a su Medida,76900,Vigente,0
POL00343,2026-06-19,Asesor_034,Eje Cafetero,Affinity,Accidentes Personales,155400,Vigente,0
POL00344,2026-05-21,Asesor_003,Bogotá,Bancaseguros,Vida Deudor,50400,Vigente,0
POL00345,2026-02-28,Asesor_010,Antioquia,Affinity,Salud a su Medida,444000,Vigente,0
POL00346,2025-09-01,Asesor_031,Eje Cafetero,Negocios Masivos,Salud a su Medida,204000,Vigente,0
POL00347,2026-04-27,Asesor_031,Eje Cafetero,Affinity,Exequial,814700,Vigente,0
POL00348,2026-01-23,Asesor_035,Santanderes,Affinity,Accidentes Personales,585800,Cancelada,0
POL00349,2026-06-09,Asesor_017,Valle,Bancaseguros,Exequial,815200,Vigente,0
POL00350,2025-11-24,Asesor_020,Valle,Affinity,Hogar,609500,Vigente,0
POL00351,2026-01-10,Asesor_032,Eje Cafetero,Affinity,Exequial,491800,Mora,93
POL00352,2025-12-26,Asesor_018,Valle,Negocios Masivos,Vida Deudor,586400,Vigente,0
POL00353,2026-01-24,Asesor_026,Costa,Affinity,Salud a su Medida,69300,Mora,11
POL00354,2026-03-15,Asesor_023,Costa,Negocios Masivos,Hogar,425400,Vigente,0
POL00355,2025-12-17,Asesor_035,Santanderes,Negocios Masivos,Accidentes Personales,256400,Vigente,0
POL00356,2025-12-01,Asesor_038,Santanderes,Bancaseguros,Salud a su Medida,580900,Vigente,0
POL00357,2025-11-28,Asesor_041,Santanderes,Bancaseguros,Vida Deudor,371800,Vigente,0
POL00358,2026-07-15,Asesor_007,Antioquia,Bancaseguros,Salud a su Medida,821100,Mora,21
POL00359,2026-07-01,Asesor_027,Costa,Affinity,Exequial,565200,Vigente,0
POL00360,2026-01-12,Asesor_019,Valle,Negocios Masivos,Hogar,83200,Vigente,0
POL00361,2025-11-27,Asesor_037,Santanderes,Negocios Masivos,Accidentes Personales,624300,Mora,117
POL00362,2026-03-02,Asesor_012,Antioquia,Bancaseguros,Salud a su Medida,847700,Vigente,0
POL00363,2025-11-04,Asesor_032,Eje Cafetero,Bancaseguros,Hogar,42600,Vigente,0
POL00364,2026-01-19,Asesor_007,Antioquia,Affinity,Hogar,841100,Vigente,0
POL00365,2025-10-08,Asesor_032,Eje Cafetero,Affinity,Accidentes Personales,257400,Cancelada,0
POL00366,2025-10-23,Asesor_022,Costa,Negocios Masivos,Exequial,244700,Vigente,0
POL00367,2025-12-30,Asesor_022,Costa,Negocios Masivos,Accidentes Personales,652200,Vigente,0
POL00368,2026-02-24,Asesor_041,Santanderes,Negocios Masivos,Exequial,302300,Vigente,0
POL00369,2025-11-03,Asesor_007,Antioquia,Affinity,Salud a su Medida,298700,Vigente,0
POL00370,2026-02-13,Asesor_017,Valle,Affinity,Salud a su Medida,649300,Mora,39
POL00371,2026-05-21,Asesor_038,Santanderes,Affinity,Vida Deudor,567800,Vigente,0
POL00372,2026-07-08,Asesor_004,Bogotá,Affinity,Vida Deudor,285000,Vigente,0
POL00373,2026-01-07,Asesor_033,Eje Cafetero,Negocios Masivos,Vida Deudor,781600,Vigente,0
POL00374,2025-11-22,Asesor_040,Santanderes,Bancaseguros,Salud a su Medida,424700,Vigente,0
POL00375,2026-02-08,Asesor_039,Santanderes,Negocios Masivos,Exequial,482600,Vigente,0
POL00376,2026-07-07,Asesor_035,Santanderes,Bancaseguros,Salud a su Medida,589500,Vigente,0
POL00377,2026-04-27,Asesor_006,Bogotá,Negocios Masivos,Exequial,608600,Vigente,0
POL00378,2025-09-27,Asesor_037,Santanderes,Negocios Masivos,Vida Deudor,770900,Vigente,0
POL00379,2025-10-16,Asesor_035,Santanderes,Affinity,Salud a su Medida,731400,Vigente,0
POL00380,2026-05-26,Asesor_014,Valle,Bancaseguros,Exequial,767600,Vigente,0
POL00381,2026-03-21,Asesor_004,Bogotá,Negocios Masivos,Salud a su Medida,373600,Vigente,0
POL00382,2026-03-25,Asesor_036,Santanderes,Negocios Masivos,Hogar,52700,Vigente,0
POL00383,2025-11-20,Asesor_001,Bogotá,Bancaseguros,Accidentes Personales,71900,Vigente,0
POL00384,2026-05-05,Asesor_005,Bogotá,Bancaseguros,Vida Deudor,838700,Vigente,0
POL00385,2026-02-26,Asesor_019,Valle,Bancaseguros,Salud a su Medida,659100,Mora,83
POL00386,2026-02-08,Asesor_027,Costa,Affinity,Exequial,743700,Mora,49
POL00387,2026-07-05,Asesor_006,Bogotá,Bancaseguros,Accidentes Personales,567600,Vigente,0
POL00388,2026-05-03,Asesor_012,Antioquia,Negocios Masivos,Exequial,138800,Mora,107
POL00389,2025-08-12,Asesor_001,Bogotá,Affinity,Hogar,583900,Vigente,0
POL00390,2026-02-11,Asesor_035,Santanderes,Bancaseguros,Salud a su Medida,410400,Vigente,0
POL00391,2025-09-27,Asesor_013,Valle,Negocios Masivos,Vida Deudor,376700,Vigente,0
POL00392,2025-12-02,Asesor_002,Bogotá,Bancaseguros,Salud a su Medida,117200,Vigente,0
POL00393,2026-07-11,Asesor_039,Santanderes,Bancaseguros,Vida Deudor,638500,Vigente,0
POL00394,2026-05-04,Asesor_015,Valle,Bancaseguros,Salud a su Medida,149200,Mora,30
POL00395,2026-01-11,Asesor_037,Santanderes,Negocios Masivos,Accidentes Personales,664600,Cancelada,0
POL00396,2026-01-02,Asesor_016,Valle,Negocios Masivos,Salud a su Medida,459800,Vigente,0
POL00397,2025-09-01,Asesor_018,Valle,Negocios Masivos,Accidentes Personales,752000,Mora,81
POL00398,2026-05-12,Asesor_028,Eje Cafetero,Bancaseguros,Exequial,827400,Mora,86
POL00399,2026-04-26,Asesor_025,Costa,Negocios Masivos,Hogar,374300,Vigente,0
POL00400,2025-11-03,Asesor_025,Costa,Affinity,Accidentes Personales,231400,Vigente,0
POL00401,2026-03-26,Asesor_010,Antioquia,Negocios Masivos,Vida Deudor,371300,Vigente,0
POL00402,2025-10-08,Asesor_034,Eje Cafetero,Bancaseguros,Exequial,242800,Vigente,0
POL00403,2026-03-19,Asesor_006,Bogotá,Bancaseguros,Hogar,471500,Cancelada,0
POL00404,2025-12-16,Asesor_004,Bogotá,Negocios Masivos,Exequial,528100,Vigente,0
POL00405,2025-11-05,Asesor_005,Bogotá,Negocios Masivos,Accidentes Personales,582200,Vigente,0
POL00406,2026-01-18,Asesor_014,Valle,Bancaseguros,Hogar,207600,Vigente,0
POL00407,2026-04-03,Asesor_008,Antioquia,Negocios Masivos,Salud a su Medida,527600,Vigente,0
POL00408,2026-05-10,Asesor_016,Valle,Affinity,Hogar,345200,Vigente,0
POL00409,2026-01-05,Asesor_023,Costa,Affinity,Hogar,452900,Vigente,0
POL00410,2026-03-29,Asesor_007,Antioquia,Bancaseguros,Hogar,337100,Vigente,0
POL00411,2025-11-22,Asesor_037,Santanderes,Bancaseguros,Salud a su Medida,247500,Mora,75
POL00412,2025-12-30,Asesor_027,Costa,Bancaseguros,Salud a su Medida,303800,Vigente,0
POL00413,2026-04-13,Asesor_016,Valle,Negocios Masivos,Accidentes Personales,803900,Vigente,0
POL00414,2026-06-25,Asesor_032,Eje Cafetero,Affinity,Exequial,172100,Cancelada,0
POL00415,2025-10-11,Asesor_011,Antioquia,Affinity,Accidentes Personales,185000,Cancelada,0
POL00416,2026-04-26,Asesor_004,Bogotá,Bancaseguros,Vida Deudor,805300,Vigente,0
POL00417,2026-02-28,Asesor_001,Bogotá,Negocios Masivos,Salud a su Medida,223600,Vigente,0
POL00418,2025-11-20,Asesor_001,Bogotá,Affinity,Accidentes Personales,339200,Vigente,0
POL00419,2026-04-05,Asesor_040,Santanderes,Bancaseguros,Exequial,40400,Vigente,0
POL00420,2025-08-09,Asesor_001,Bogotá,Negocios Masivos,Accidentes Personales,258900,Mora,3
POL00421,2026-07-12,Asesor_033,Eje Cafetero,Bancaseguros,Exequial,122200,Vigente,0
POL00422,2025-12-02,Asesor_010,Antioquia,Negocios Masivos,Salud a su Medida,464100,Cancelada,0
POL00423,2026-02-20,Asesor_018,Valle,Affinity,Vida Deudor,816800,Vigente,0
POL00424,2025-11-24,Asesor_016,Valle,Negocios Masivos,Hogar,709900,Vigente,0
POL00425,2025-09-17,Asesor_003,Bogotá,Affinity,Exequial,342400,Vigente,0
POL00426,2025-08-05,Asesor_041,Santanderes,Bancaseguros,Salud a su Medida,442400,Vigente,0
POL00427,2026-05-17,Asesor_022,Costa,Negocios Masivos,Vida Deudor,784100,Vigente,0
POL00428,2026-04-01,Asesor_037,Santanderes,Bancaseguros,Hogar,788200,Vigente,0
POL00429,2026-05-06,Asesor_018,Valle,Negocios Masivos,Accidentes Personales,61800,Mora,41
POL00430,2025-11-15,Asesor_002,Bogotá,Bancaseguros,Accidentes Personales,648100,Vigente,0
POL00431,2025-09-09,Asesor_026,Costa,Bancaseguros,Hogar,494600,Vigente,0
POL00432,2026-07-13,Asesor_025,Costa,Affinity,Accidentes Personales,347800,Vigente,0
POL00433,2026-04-14,Asesor_006,Bogotá,Bancaseguros,Hogar,114600,Vigente,0
POL00434,2026-01-22,Asesor_005,Bogotá,Negocios Masivos,Accidentes Personales,813200,Vigente,0
POL00435,2025-08-16,Asesor_021,Costa,Affinity,Hogar,434800,Vigente,0
POL00436,2026-03-10,Asesor_025,Costa,Negocios Masivos,Salud a su Medida,512500,Vigente,0
POL00437,2025-12-30,Asesor_040,Santanderes,Negocios Masivos,Salud a su Medida,94900,Vigente,0
POL00438,2026-06-21,Asesor_025,Costa,Negocios Masivos,Salud a su Medida,352500,Vigente,0
POL00439,2025-08-03,Asesor_006,Bogotá,Affinity,Hogar,328300,Vigente,0
POL00440,2025-09-14,Asesor_009,Antioquia,Affinity,Salud a su Medida,400800,Vigente,0
POL00441,2025-09-22,Asesor_027,Costa,Bancaseguros,Vida Deudor,323400,Vigente,0
POL00442,2026-01-14,Asesor_039,Santanderes,Bancaseguros,Exequial,272900,Vigente,0
POL00443,2026-05-14,Asesor_006,Bogotá,Negocios Masivos,Salud a su Medida,459700,Vigente,0
POL00444,2025-10-11,Asesor_011,Antioquia,Affinity,Hogar,253800,Vigente,0
POL00445,2026-03-11,Asesor_011,Antioquia,Affinity,Hogar,279300,Cancelada,0
POL00446,2025-12-07,Asesor_024,Costa,Negocios Masivos,Salud a su Medida,544400,Vigente,0
POL00447,2026-03-23,Asesor_013,Valle,Bancaseguros,Vida Deudor,283300,Mora,43
POL00448,2026-02-11,Asesor_040,Santanderes,Affinity,Hogar,307800,Cancelada,0
POL00449,2025-10-09,Asesor_039,Santanderes,Affinity,Hogar,526600,Vigente,0
POL00450,2026-01-08,Asesor_031,Eje Cafetero,Affinity,Salud a su Medida,824500,Vigente,0
POL00451,2026-04-09,Asesor_041,Santanderes,Bancaseguros,Accidentes Personales,300600,Vigente,0
POL00452,2026-02-03,Asesor_026,Costa,Negocios Masivos,Vida Deudor,197800,Mora,24
POL00453,2025-08-14,Asesor_036,Santanderes,Negocios Masivos,Exequial,205900,Cancelada,0
POL00454,2026-02-26,Asesor_005,Bogotá,Bancaseguros,Exequial,551200,Vigente,0
POL00455,2026-03-05,Asesor_010,Antioquia,Bancaseguros,Exequial,401000,Vigente,0
POL00456,2026-02-22,Asesor_038,Santanderes,Negocios Masivos,Accidentes Personales,787600,Cancelada,0
POL00457,2026-05-06,Asesor_027,Costa,Affinity,Vida Deudor,606800,Cancelada,0
POL00458,2026-06-23,Asesor_039,Santanderes,Bancaseguros,Vida Deudor,661700,Vigente,0
POL00459,2025-10-25,Asesor_023,Costa,Bancaseguros,Accidentes Personales,494000,Vigente,0
POL00460,2026-01-17,Asesor_026,Costa,Bancaseguros,Exequial,43600,Vigente,0
POL00461,2026-04-23,Asesor_033,Eje Cafetero,Negocios Masivos,Accidentes Personales,595400,Vigente,0
POL00462,2026-02-17,Asesor_024,Costa,Negocios Masivos,Exequial,514700,Vigente,0
POL00463,2025-08-13,Asesor_023,Costa,Bancaseguros,Exequial,275800,Mora,11
POL00464,2025-10-12,Asesor_008,Antioquia,Affinity,Hogar,314600,Cancelada,0
POL00465,2026-04-05,Asesor_034,Eje Cafetero,Affinity,Hogar,114600,Vigente,0
POL00466,2026-01-11,Asesor_029,Eje Cafetero,Affinity,Vida Deudor,71400,Vigente,0
POL00467,2026-01-23,Asesor_002,Bogotá,Negocios Masivos,Vida Deudor,687000,Mora,95
POL00468,2026-04-22,Asesor_016,Valle,Negocios Masivos,Salud a su Medida,165500,Vigente,0
POL00469,2025-11-27,Asesor_030,Eje Cafetero,Negocios Masivos,Exequial,185300,Vigente,0
POL00470,2026-02-19,Asesor_028,Eje Cafetero,Negocios Masivos,Vida Deudor,535500,Vigente,0
POL00471,2026-03-08,Asesor_038,Santanderes,Bancaseguros,Exequial,609400,Vigente,0
POL00472,2026-05-23,Asesor_005,Bogotá,Negocios Masivos,Vida Deudor,187400,Vigente,0
POL00473,2025-09-28,Asesor_030,Eje Cafetero,Negocios Masivos,Hogar,738000,Vigente,0
POL00474,2026-01-08,Asesor_041,Santanderes,Affinity,Accidentes Personales,533200,Vigente,0
POL00475,2026-01-28,Asesor_023,Costa,Negocios Masivos,Exequial,175600,Vigente,0
POL00476,2026-06-11,Asesor_020,Valle,Bancaseguros,Accidentes Personales,582800,Vigente,0
POL00477,2026-01-04,Asesor_016,Valle,Bancaseguros,Vida Deudor,339200,Vigente,0
POL00478,2026-03-03,Asesor_025,Costa,Bancaseguros,Accidentes Personales,503500,Vigente,0
POL00479,2026-06-22,Asesor_032,Eje Cafetero,Negocios Masivos,Accidentes Personales,784100,Mora,23
POL00480,2025-10-25,Asesor_036,Santanderes,Affinity,Exequial,149300,Vigente,0
POL00481,2026-06-14,Asesor_029,Eje Cafetero,Affinity,Vida Deudor,810800,Vigente,0
POL00482,2026-02-13,Asesor_013,Valle,Negocios Masivos,Accidentes Personales,567300,Vigente,0
POL00483,2026-03-01,Asesor_032,Eje Cafetero,Affinity,Exequial,171300,Vigente,0
POL00484,2025-12-28,Asesor_015,Valle,Affinity,Vida Deudor,218200,Vigente,0
POL00485,2026-05-17,Asesor_030,Eje Cafetero,Negocios Masivos,Exequial,451300,Vigente,0
POL00486,2026-05-06,Asesor_018,Valle,Negocios Masivos,Hogar,705400,Vigente,0
POL00487,2026-05-07,Asesor_029,Eje Cafetero,Affinity,Salud a su Medida,118500,Cancelada,0
POL00488,2025-12-31,Asesor_016,Valle,Affinity,Vida Deudor,249200,Cancelada,0
POL00489,2026-03-13,Asesor_006,Bogotá,Bancaseguros,Vida Deudor,206100,Vigente,0
POL00490,2026-06-09,Asesor_023,Costa,Bancaseguros,Exequial,537200,Cancelada,0
POL00491,2025-08-31,Asesor_014,Valle,Affinity,Accidentes Personales,468800,Vigente,0
POL00492,2026-01-13,Asesor_011,Antioquia,Affinity,Hogar,501800,Mora,66
POL00493,2025-10-09,Asesor_007,Antioquia,Bancaseguros,Exequial,843900,Cancelada,0
POL00494,2025-10-07,Asesor_009,Antioquia,Bancaseguros,Salud a su Medida,614800,Cancelada,0
POL00495,2026-04-08,Asesor_026,Costa,Negocios Masivos,Salud a su Medida,550400,Vigente,0
POL00496,2026-03-20,Asesor_025,Costa,Negocios Masivos,Vida Deudor,682600,Vigente,0
POL00497,2026-04-21,Asesor_026,Costa,Negocios Masivos,Hogar,798100,Vigente,0
POL00498,2026-01-15,Asesor_032,Eje Cafetero,Bancaseguros,Accidentes Personales,743200,Cancelada,0
POL00499,2026-03-23,Asesor_006,Bogotá,Bancaseguros,Hogar,683500,Vigente,0
POL00500,2025-11-17,Asesor_028,Eje Cafetero,Affinity,Exequial,298100,Vigente,0
POL00501,2026-05-23,Asesor_036,Santanderes,Negocios Masivos,Salud a su Medida,729700,Cancelada,0
POL00502,2025-08-24,Asesor_004,Bogotá,Negocios Masivos,Vida Deudor,673900,Vigente,0
POL00503,2025-10-20,Asesor_008,Antioquia,Affinity,Exequial,35600,Mora,26
POL00504,2026-06-29,Asesor_009,Antioquia,Bancaseguros,Hogar,747700,Cancelada,0
POL00505,2026-07-02,Asesor_006,Bogotá,Affinity,Hogar,102200,Vigente,0
POL00506,2025-08-27,Asesor_011,Antioquia,Negocios Masivos,Exequial,284000,Vigente,0
POL00507,2026-03-08,Asesor_015,Valle,Negocios Masivos,Vida Deudor,112600,Vigente,0
POL00508,2025-10-07,Asesor_005,Bogotá,Bancaseguros,Accidentes Personales,458300,Vigente,0
POL00509,2026-01-23,Asesor_001,Bogotá,Affinity,Vida Deudor,600600,Vigente,0
POL00510,2026-02-13,Asesor_015,Valle,Negocios Masivos,Vida Deudor,691900,Vigente,0
POL00511,2026-01-01,Asesor_024,Costa,Affinity,Salud a su Medida,665400,Vigente,0
POL00512,2026-06-25,Asesor_009,Antioquia,Bancaseguros,Salud a su Medida,467400,Vigente,0
POL00513,2026-03-14,Asesor_011,Antioquia,Negocios Masivos,Hogar,208600,Vigente,0
POL00514,2026-06-12,Asesor_027,Costa,Bancaseguros,Exequial,105700,Vigente,0
POL00515,2026-05-29,Asesor_008,Antioquia,Affinity,Exequial,820000,Vigente,0
POL00516,2025-12-05,Asesor_009,Antioquia,Negocios Masivos,Hogar,103700,Vigente,0
POL00517,2026-06-08,Asesor_039,Santanderes,Negocios Masivos,Hogar,56900,Cancelada,0
POL00518,2025-11-14,Asesor_020,Valle,Negocios Masivos,Accidentes Personales,450300,Vigente,0
POL00519,2026-06-27,Asesor_019,Valle,Bancaseguros,Vida Deudor,438300,Vigente,0
POL00520,2026-06-23,Asesor_032,Eje Cafetero,Bancaseguros,Accidentes Personales,465600,Mora,47
POL00521,2025-10-07,Asesor_021,Costa,Negocios Masivos,Exequial,378000,Vigente,0
POL00522,2026-03-30,Asesor_012,Antioquia,Bancaseguros,Vida Deudor,513700,Vigente,0
POL00523,2025-08-21,Asesor_014,Valle,Affinity,Vida Deudor,447900,Vigente,0
POL00524,2026-03-01,Asesor_033,Eje Cafetero,Negocios Masivos,Exequial,362900,Vigente,0
POL00525,2026-06-12,Asesor_035,Santanderes,Affinity,Salud a su Medida,103100,Vigente,0
POL00526,2025-10-19,Asesor_014,Valle,Affinity,Accidentes Personales,353400,Vigente,0
POL00527,2026-01-06,Asesor_005,Bogotá,Negocios Masivos,Exequial,812000,Vigente,0
POL00528,2025-09-14,Asesor_016,Valle,Bancaseguros,Exequial,404500,Vigente,0
POL00529,2026-07-08,Asesor_020,Valle,Bancaseguros,Salud a su Medida,45300,Vigente,0
POL00530,2025-10-23,Asesor_001,Bogotá,Affinity,Exequial,461200,Cancelada,0
POL00531,2025-10-25,Asesor_017,Valle,Bancaseguros,Hogar,646100,Cancelada,0
POL00532,2025-08-16,Asesor_008,Antioquia,Affinity,Hogar,256700,Vigente,0
POL00533,2026-06-18,Asesor_037,Santanderes,Affinity,Vida Deudor,406000,Vigente,0
POL00534,2026-05-18,Asesor_032,Eje Cafetero,Affinity,Salud a su Medida,163200,Vigente,0
POL00535,2026-07-12,Asesor_037,Santanderes,Bancaseguros,Vida Deudor,638700,Vigente,0
POL00536,2025-12-04,Asesor_001,Bogotá,Affinity,Vida Deudor,331600,Mora,23
POL00537,2026-05-11,Asesor_003,Bogotá,Bancaseguros,Exequial,297300,Vigente,0
POL00538,2025-12-17,Asesor_021,Costa,Negocios Masivos,Vida Deudor,338800,Vigente,0
POL00539,2025-10-31,Asesor_004,Bogotá,Negocios Masivos,Salud a su Medida,834900,Mora,9
POL00540,2025-12-23,Asesor_030,Eje Cafetero,Affinity,Hogar,105400,Vigente,0
POL00541,2025-11-11,Asesor_024,Costa,Negocios Masivos,Hogar,674400,Vigente,0
POL00542,2026-03-26,Asesor_016,Valle,Negocios Masivos,Hogar,827100,Mora,100
POL00543,2026-05-07,Asesor_013,Valle,Bancaseguros,Salud a su Medida,40200,Vigente,0
POL00544,2026-05-05,Asesor_015,Valle,Negocios Masivos,Hogar,719300,Cancelada,0
POL00545,2025-08-01,Asesor_022,Costa,Negocios Masivos,Exequial,627700,Vigente,0
POL00546,2025-11-30,Asesor_034,Eje Cafetero,Affinity,Exequial,818400,Mora,19
POL00547,2025-09-17,Asesor_018,Valle,Bancaseguros,Vida Deudor,766300,Vigente,0
POL00548,2026-03-23,Asesor_024,Costa,Negocios Masivos,Vida Deudor,112900,Vigente,0
POL00549,2025-09-08,Asesor_026,Costa,Negocios Masivos,Accidentes Personales,85800,Vigente,0
POL00550,2025-11-30,Asesor_009,Antioquia,Affinity,Hogar,728500,Mora,51
POL00551,2026-01-10,Asesor_021,Costa,Affinity,Exequial,225400,Mora,18
POL00552,2025-09-25,Asesor_038,Santanderes,Bancaseguros,Salud a su Medida,169000,Vigente,0
POL00553,2025-10-01,Asesor_027,Costa,Affinity,Accidentes Personales,821200,Vigente,0
POL00554,2026-03-26,Asesor_020,Valle,Bancaseguros,Hogar,108700,Cancelada,0
POL00555,2026-06-05,Asesor_020,Valle,Bancaseguros,Vida Deudor,716300,Vigente,0
POL00556,2025-12-06,Asesor_006,Bogotá,Affinity,Hogar,453500,Vigente,0
POL00557,2025-10-29,Asesor_017,Valle,Affinity,Vida Deudor,731500,Vigente,0
POL00558,2025-12-06,Asesor_036,Santanderes,Affinity,Vida Deudor,118100,Cancelada,0
POL00559,2025-08-07,Asesor_008,Antioquia,Bancaseguros,Vida Deudor,141500,Cancelada,0
POL00560,2026-06-19,Asesor_024,Costa,Negocios Masivos,Vida Deudor,512700,Mora,10
POL00561,2025-09-03,Asesor_002,Bogotá,Negocios Masivos,Salud a su Medida,396400,Vigente,0
POL00562,2025-10-02,Asesor_022,Costa,Affinity,Vida Deudor,76300,Mora,56
POL00563,2026-04-12,Asesor_026,Costa,Affinity,Vida Deudor,591800,Vigente,0
POL00564,2025-11-04,Asesor_014,Valle,Affinity,Hogar,398500,Vigente,0
POL00565,2026-06-14,Asesor_040,Santanderes,Bancaseguros,Accidentes Personales,562500,Vigente,0
